1005911:[1, 2]
1028330:[6, 2]
1039094:[7, 8]
1040283:[0, 8]
108313:[8, 7]
1125659:[1, 3]
1126174:[8, 6]
1128255:[9, 7]
1157400:[9, 6]
1160861:[1, 6]
1173215:[8, 8]
1179840:[0, 3]
1211193:[8, 5]
1220188:[8, 8]
122966:[7, 2]
1234032:[4, 6]
1234389:[0, 9]
1249145:[8, 5]
1254306:[4, 1]
1285416:[0, 5]
1287773:[9, 5]
1304524:[0, 6]
1312555:[5, 5]
1313629:[4, 4]
1316468:[1, 6]
1328444:[1, 2]
135908:[0, 4]
1371369:[6, 6]
1380939:[2, 7]
1405036:[5, 4]
1433475:[0, 0]
145010:[3, 7]
1451225:[0, 6]
1462563:[4, 8]
146750:[0, 5]
1470225:[7, 3]
1477652:[0, 6]
1489310:[3, 8]
1546760:[2, 6]
1553806:[2, 4]
1566864:[3, 3]
1572707:[6, 0]
1580702:[0, 6]
1596648:[7, 7]
1624333:[7, 6]
1624982:[9, 1]
1662640:[5, 0]
1686477:[0, 2]
1689881:[0, 3]
1691337:[2, 9]
1709763:[3, 0]
1748696:[1, 6]
175518:[8, 6]
1757634:[2, 0]
1766140:[8, 3]
1767196:[7, 0]
180156:[1, 3]
1802905:[0, 7]
1821895:[2, 2]
1842737:[0, 6]
1855864:[2, 2]
1876638:[3, 3]
1891245:[9, 2]
1896113:[8, 9]
1897809:[4, 0]
1926224:[3, 5]
1933166:[2, 7]
1933281:[4, 3]
194818:[0, 6]
1951346:[0, 7]
1955311:[1, 6]
1963483:[1, 4]
1970937:[2, 6]
197992:[5, 2]
2032163:[3, 9]
205801:[6, 0]
2063696:[6, 8]
2065034:[1, 1]
2075589:[7, 4]
207624:[3, 7]
2078989:[4, 9]
2089360:[2, 8]
2091648:[5, 4]
2102148:[8, 6]
2104594:[8, 9]
2116129:[6, 9]
2123296:[3, 6]
214117:[7, 0]
2144444:[4, 8]
2160015:[3, 6]
2172854:[5, 4]
2190165:[2, 6]
2201037:[4, 6]
2205035:[6, 8]
2233712:[0, 1]
2236094:[1, 6]
2242434:[9, 6]
2247984:[6, 2]
2263384:[1, 0]
2269208:[8, 3]
2275897:[4, 6]
2276150:[7, 1]
2293092:[3, 3]
2304001:[8, 7]
2316331:[8, 1]
231796:[1, 7]
2323367:[1, 9]
2331778:[4, 7]
2339638:[5, 6]
2342870:[9, 5]
2353482:[7, 1]
2355708:[7, 4]
2362771:[1, 4]
2367633:[0, 6]
2374849:[8, 6]
237645:[1, 5]
2383125:[8, 6]
2405305:[3, 1]
2405710:[8, 7]
2418842:[7, 0]
2422172:[5, 7]
2429270:[7, 0]
2430925:[4, 0]
2432614:[3, 6]
2442922:[3, 0]
2452609:[2, 9]
2459987:[8, 6]
2480639:[8, 8]
2496403:[7, 0]
2505601:[1, 8]
2522406:[0, 1]
2533010:[0, 4]
2547513:[8, 8]
2581903:[7, 7]
2618009:[0, 4]
2628859:[2, 0]
264400:[5, 7]
2647767:[5, 5]
2651246:[8, 7]
2652516:[6, 7]
2667839:[8, 3]
266860:[7, 8]
266948:[9, 4]
2694626:[0, 4]
2701521:[0, 6]
2713834:[2, 6]
2735165:[1, 0]
2739074:[0, 9]
2751828:[7, 2]
2758236:[6, 0]
2762999:[1, 1]
277562:[2, 3]
2796508:[0, 1]
2798553:[6, 8]
2819721:[0, 0]
2822407:[1, 0]
2822780:[1, 6]
2826421:[4, 6]
2860841:[0, 6]
2869985:[7, 1]
2873663:[2, 6]
2917331:[8, 7]
2919200:[7, 6]
2930783:[5, 6]
2940329:[8, 5]
2941722:[3, 9]
2952119:[1, 3]
2952515:[4, 9]
2955670:[3, 9]
297037:[2, 0]
2981627:[7, 9]
2985599:[8, 7]
3002028:[6, 0]
3003136:[8, 4]
3005895:[4, 9]
3015839:[0, 3]
3053213:[0, 3]
306408:[2, 2]
3064854:[0, 4]
306899:[8, 4]
3078534:[8, 0]
3088151:[5, 6]
3093662:[0, 6]
3095652:[0, 3]
3108907:[7, 3]
3120257:[0, 8]
3134253:[0, 4]
3138800:[9, 6]
3182533:[1, 5]
318596:[2, 0]
3205676:[8, 9]
3217655:[8, 5]
3223056:[8, 8]
3223759:[0, 9]
3228399:[1, 5]
324437:[5, 4]
3246793:[0, 9]
3254323:[8, 6]
326040:[6, 2]
328803:[2, 9]
333041:[1, 6]
341326:[4, 8]
358084:[0, 3]
412794:[1, 7]
425746:[6, 6]
427512:[5, 6]
454422:[1, 0]
481580:[2, 1]
504396:[5, 4]
51798:[4, 3]
557954:[9, 0]
563411:[3, 0]
578493:[9, 9]
58170:[7, 2]
607663:[0, 5]
626681:[0, 2]
629088:[0, 6]
639621:[8, 5]
639811:[4, 6]
64346:[3, 8]
655052:[1, 4]
662652:[1, 1]
67208:[8, 5]
677222:[3, 7]
679191:[8, 4]
712934:[1, 4]
725994:[0, 6]
759598:[3, 9]
763495:[0, 9]
778721:[0, 1]
840686:[8, 0]
85057:[0, 6]
863934:[0, 6]
876093:[5, 5]
912563:[7, 4]
923367:[0, 1]
925021:[9, 6]
927326:[4, 6]
928060:[7, 6]
933805:[0, 0]
935284:[1, 8]
937693:[3, 5]
952456:[8, 2]
961145:[4, 4]
