1002329:[6, 0]
1004091:[0, 0]
1009071:[8, 0]
1034711:[2, 5]
1052634:[8, 1]
1083688:[6, 6]
1106324:[8, 0]
1109254:[5, 0]
1112265:[5, 7]
1116593:[2, 0]
1146673:[6, 0]
1162034:[0, 0]
117517:[8, 9]
1191857:[8, 1]
1200248:[8, 0]
1214337:[6, 0]
1217519:[6, 7]
1277076:[2, 5]
1286667:[9, 9]
1294482:[8, 0]
1297826:[1, 4]
1298409:[6, 0]
1364118:[9, 8]
1410251:[5, 0]
1412809:[2, 7]
1425188:[8, 7]
1477064:[6, 0]
1497341:[8, 3]
1553202:[6, 0]
1562997:[9, 0]
156387:[2, 0]
1565259:[0, 8]
1570496:[8, 0]
1572706:[5, 0]
1582860:[6, 2]
1592902:[4, 0]
1597992:[8, 7]
1618655:[8, 0]
1633733:[5, 3]
1645587:[6, 2]
1646143:[0, 7]
1653583:[8, 0]
1665159:[0, 0]
1668372:[6, 7]
1679053:[6, 7]
1701867:[6, 0]
1706254:[2, 3]
1712913:[0, 7]
1721342:[6, 0]
1736911:[2, 2]
1746280:[8, 0]
1754020:[7, 1]
1757544:[5, 0]
1770288:[6, 0]
1774563:[5, 9]
1778286:[6, 7]
1779513:[5, 0]
1846427:[3, 0]
1848880:[9, 0]
1868602:[0, 5]
1880992:[5, 0]
1905925:[8, 4]
190668:[6, 4]
191503:[6, 0]
1933375:[0, 7]
1937985:[6, 0]
1953397:[8, 0]
1970293:[7, 0]
1976730:[0, 0]
1992890:[6, 0]
2015616:[0, 8]
2024789:[6, 0]
2045402:[5, 0]
2045856:[8, 0]
2050207:[9, 0]
2064853:[5, 2]
2076386:[2, 5]
2089885:[3, 6]
2110387:[8, 0]
2141086:[0, 4]
2175060:[6, 0]
2197351:[8, 0]
2200754:[2, 6]
2202413:[8, 0]
2212046:[2, 6]
2235391:[3, 0]
226905:[6, 0]
2272103:[6, 6]
2280886:[0, 0]
2315627:[9, 5]
2334701:[3, 0]
233675:[6, 0]
2349558:[8, 4]
2384165:[5, 0]
2412625:[8, 0]
2421589:[0, 0]
2448563:[6, 0]
2510071:[4, 0]
2528424:[1, 6]
2656063:[3, 0]
2656440:[6, 0]
266350:[8, 0]
2665465:[5, 0]
2670928:[3, 2]
2684183:[7, 0]
2703568:[8, 7]
2710994:[6, 2]
2730516:[8, 0]
2753673:[3, 6]
2754038:[8, 4]
275464:[2, 3]
2805042:[5, 0]
2821733:[4, 3]
2825023:[8, 4]
2833545:[8, 4]
2834915:[8, 0]
2835920:[9, 3]
2848871:[6, 0]
2862322:[2, 5]
2871194:[9, 0]
2874106:[8, 7]
2874280:[8, 0]
2902257:[0, 0]
2912512:[6, 5]
295334:[1, 1]
2963891:[9, 3]
2985324:[8, 0]
2987665:[0, 7]
2988291:[5, 0]
3004058:[8, 0]
3005923:[6, 2]
301787:[8, 3]
3043551:[6, 0]
3052900:[6, 4]
3058389:[8, 0]
3061185:[2, 8]
3066327:[9, 7]
3069568:[2, 8]
3072871:[9, 1]
3074836:[9, 1]
3077271:[5, 0]
3137595:[6, 0]
3146824:[6, 6]
3151305:[3, 0]
3173496:[6, 0]
320764:[8, 0]
3243342:[5, 0]
32500:[5, 7]
3267603:[7, 8]
332311:[8, 7]
339229:[5, 4]
36401:[0, 0]
367004:[2, 8]
394402:[3, 7]
410495:[9, 1]
411021:[8, 0]
415531:[4, 7]
428533:[2, 5]
43156:[2, 2]
454665:[6, 0]
467083:[6, 6]
493201:[8, 4]
495968:[0, 0]
55288:[8, 0]
553207:[8, 0]
56755:[6, 0]
57063:[8, 9]
618411:[6, 0]
641550:[8, 7]
642910:[6, 1]
643960:[6, 6]
65357:[0, 7]
668317:[8, 0]
673901:[0, 0]
691488:[7, 1]
704897:[1, 0]
719841:[6, 0]
75166:[2, 0]
798927:[7, 0]
868127:[5, 0]
869507:[9, 7]
875202:[6, 0]
889164:[8, 7]
907734:[5, 0]
91441:[5, 2]
927430:[5, 0]
951009:[3, 0]
952376:[2, 8]
96631:[5, 4]
971273:[6, 0]
971853:[8, 0]
986183:[1, 4]
995283:[8, 0]
