1000453:[3, 1]
1000666:[1, 9]
1000961:[6, 6]
1000963:[2, 7]
1001219:[0, 7]
100186:[4, 6]
1002103:[8, 0]
100253:[1, 7]
1002553:[3, 5]
1002753:[0, 4]
1003098:[0, 4]
1003206:[2, 1]
1003859:[9, 8]
10038:[8, 1]
1004545:[9, 4]
1004714:[4, 5]
1004936:[2, 8]
1005465:[2, 6]
1006220:[2, 4]
1006470:[6, 7]
1006544:[3, 7]
1006669:[2, 0]
1007626:[7, 0]
1007629:[1, 9]
1008052:[5, 6]
1008415:[7, 5]
100880:[8, 0]
1009058:[1, 6]
1009064:[1, 1]
1009437:[3, 9]
1009466:[2, 0]
1010297:[2, 1]
1010581:[7, 6]
1010772:[4, 9]
1011068:[2, 4]
1011570:[2, 7]
1011692:[6, 0]
1011740:[4, 3]
1012205:[6, 0]
1012255:[2, 0]
1012520:[9, 1]
1012521:[8, 7]
1012850:[1, 9]
1013195:[3, 4]
1013887:[2, 5]
1014088:[5, 5]
1014380:[0, 8]
1014389:[7, 9]
1014551:[2, 9]
1014760:[6, 9]
1015075:[9, 7]
1016228:[2, 3]
1016311:[6, 9]
101664:[3, 7]
1016968:[7, 4]
1017344:[2, 0]
1017522:[7, 3]
1017855:[2, 1]
1017879:[9, 4]
1018620:[2, 6]
1018718:[5, 2]
1019018:[3, 2]
1019369:[2, 7]
1019381:[3, 2]
1019389:[9, 6]
1019635:[7, 4]
1019814:[6, 4]
1020111:[5, 8]
1020301:[2, 0]
1020332:[0, 7]
1020490:[2, 7]
1020535:[0, 0]
102054:[3, 2]
1020821:[1, 5]
102108:[2, 7]
1022087:[9, 6]
1022235:[3, 0]
1022372:[2, 7]
1023079:[0, 1]
1023247:[8, 7]
1023320:[6, 4]
1023321:[0, 0]
1023500:[2, 0]
1023871:[8, 6]
1024101:[8, 7]
1024910:[1, 6]
1025297:[8, 4]
1025533:[2, 7]
1025793:[8, 7]
1025912:[2, 9]
102595:[0, 7]
1026445:[8, 9]
1026860:[3, 5]
1026965:[1, 9]
1027225:[2, 5]
1027491:[4, 8]
1027514:[3, 7]
1027545:[7, 7]
1027740:[4, 1]
1027897:[0, 5]
1028234:[0, 3]
1029248:[6, 1]
1029422:[6, 4]
1029693:[1, 9]
1029828:[0, 0]
1029971:[0, 9]
1030132:[0, 0]
1030223:[6, 9]
1030298:[0, 7]
1031340:[3, 7]
1031472:[6, 4]
1031577:[2, 8]
1032005:[9, 3]
103277:[7, 4]
1033507:[1, 4]
1033699:[3, 4]
1033751:[5, 4]
1033767:[8, 0]
1034127:[1, 5]
1034292:[6, 2]
1034573:[5, 3]
1035712:[6, 9]
1035846:[9, 8]
1036235:[4, 9]
1036374:[7, 8]
1036476:[8, 8]
103660:[9, 4]
103729:[1, 0]
1037344:[9, 4]
10373:[8, 4]
1037432:[8, 6]
103754:[4, 6]
1037586:[8, 0]
1037735:[3, 7]
1037863:[3, 7]
1038261:[7, 4]
1038546:[8, 4]
1038712:[3, 7]
1038853:[0, 1]
1038993:[2, 7]
1039455:[9, 7]
1039595:[5, 2]
1039597:[7, 4]
1039798:[2, 7]
1039803:[4, 4]
1040065:[2, 1]
1040771:[2, 6]
1040791:[1, 9]
104106:[6, 0]
1042111:[5, 8]
104265:[5, 0]
104341:[6, 5]
1043558:[0, 1]
1043658:[9, 0]
1043866:[8, 0]
1043925:[7, 4]
