1002345:[3, 6]
1003720:[0, 1]
1004928:[1, 9]
1004979:[8, 2]
1005078:[4, 1]
1012343:[5, 4]
1012615:[0, 5]
1013618:[2, 8]
1015824:[0, 2]
1017071:[2, 0]
1017332:[1, 1]
1022416:[0, 1]
1024795:[4, 1]
1027151:[0, 7]
1029192:[5, 7]
1029669:[8, 5]
1032371:[2, 1]
1034155:[8, 1]
103509:[9, 7]
1035845:[8, 2]
1036045:[1, 0]
1036426:[1, 2]
1037189:[8, 6]
1038067:[5, 4]
1039823:[6, 9]
1039898:[5, 1]
1041092:[4, 1]
1041108:[2, 5]
1041286:[5, 4]
1046667:[1, 5]
1049134:[0, 7]
1050137:[6, 6]
1051733:[1, 7]
1054521:[7, 0]
1059600:[8, 6]
1059973:[3, 5]
1060259:[7, 0]
1061962:[2, 4]
1064636:[3, 1]
1064801:[4, 1]
1065449:[5, 7]
1068320:[7, 6]
106832:[0, 8]
1068890:[4, 6]
1069117:[2, 2]
1071091:[3, 2]
1071241:[2, 4]
1072613:[1, 2]
1073059:[0, 0]
1073146:[8, 7]
1075547:[6, 6]
107592:[8, 6]
1076510:[4, 0]
1077661:[0, 7]
1078269:[1, 0]
1079060:[9, 5]
1079206:[4, 7]
1079437:[5, 5]
1079611:[4, 4]
1080796:[1, 8]
1081863:[8, 7]
1085050:[8, 7]
1085172:[6, 7]
1086145:[0, 4]
1089421:[9, 4]
1092457:[1, 7]
1096427:[9, 6]
1097055:[5, 3]
1103005:[6, 4]
1104743:[1, 1]
1105037:[9, 4]
1106033:[6, 6]
1107112:[2, 9]
1107558:[6, 6]
1109189:[3, 1]
1117859:[9, 1]
1119106:[3, 3]
1119202:[0, 1]
1120249:[4, 8]
1122227:[3, 3]
1127879:[6, 1]
1128284:[6, 6]
1128949:[1, 8]
1129827:[5, 1]
1130734:[3, 5]
1132521:[2, 7]
1132620:[8, 9]
1135848:[5, 0]
1136050:[2, 6]
1137487:[0, 0]
113850:[8, 1]
1140384:[9, 4]
114119:[5, 8]
1141380:[6, 1]
1141721:[0, 6]
1142108:[7, 4]
1143056:[5, 7]
1145515:[1, 6]
1149935:[1, 6]
115020:[1, 1]
1150995:[7, 1]
11517:[0, 3]
1151904:[3, 1]
1153552:[8, 6]
1155215:[8, 6]
1155580:[9, 0]
1160281:[9, 0]
1161288:[4, 2]
1167105:[2, 4]
1171782:[8, 7]
1173100:[8, 5]
1174081:[6, 4]
1175809:[1, 3]
1178185:[6, 7]
1180189:[1, 7]
1180731:[0, 2]
1185160:[0, 6]
1186190:[3, 6]
1186285:[8, 1]
1188124:[5, 7]
119173:[0, 1]
1195457:[4, 9]
1196671:[8, 0]
1196893:[2, 1]
1198076:[9, 7]
119828:[8, 7]
1200148:[1, 7]
1204460:[6, 1]
1205082:[6, 6]
1205685:[9, 6]
1206224:[3, 5]
121043:[1, 8]
1211012:[3, 7]
1211151:[1, 0]
1212720:[1, 6]
121465:[0, 4]
1214970:[3, 7]
1218243:[3, 0]
1219239:[4, 7]
122222:[3, 1]
122387:[0, 3]
1224837:[0, 8]
1227687:[9, 4]
1228645:[8, 1]
123153:[2, 2]
1234909:[6, 2]
1235646:[0, 1]
1236647:[9, 6]
1238172:[8, 7]
1238248:[5, 9]
1239445:[6, 6]
1239792:[3, 8]
1240210:[9, 7]
1240678:[1, 0]
1242609:[4, 6]
1244913:[2, 7]
1245241:[1, 1]
1247189:[6, 1]
1248436:[7, 6]
1248918:[1, 4]
1249305:[0, 5]
1254700:[2, 7]
1254709:[5, 2]
1255031:[6, 1]
1255184:[6, 1]
1256269:[3, 6]
1257060:[7, 1]
1257751:[5, 3]
1258806:[8, 6]
125984:[9, 7]
1260472:[4, 4]
1266939:[9, 6]
1267766:[1, 0]
1269046:[2, 1]
1269332:[9, 4]
1271115:[0, 7]
1271343:[0, 9]
1274755:[5, 8]
1275512:[3, 6]
1279477:[8, 7]
1279982:[2, 3]
1280048:[4, 5]
1282446:[2, 1]
1282464:[2, 7]
1283286:[0, 6]
1286125:[6, 6]
1286445:[1, 2]
1286747:[3, 5]
1291851:[3, 2]
1292992:[2, 1]
1294075:[6, 7]
1298304:[1, 1]
1298985:[8, 1]
1300200:[3, 7]
1300986:[6, 6]
1301371:[2, 4]
1303868:[6, 1]
1305845:[5, 4]
1306190:[2, 7]
13064:[3, 1]
1308151:[9, 1]
1308699:[1, 9]
1311418:[9, 5]
1312127:[9, 8]
1312922:[4, 5]
1313551:[8, 1]
1314148:[4, 0]
1317515:[2, 8]
1317532:[9, 9]
1318344:[2, 6]
131894:[1, 3]
1319968:[0, 1]
132081:[2, 6]
1322902:[0, 6]
1325329:[3, 1]
1325760:[2, 2]
1327598:[3, 6]
132827:[5, 7]
1330273:[5, 4]
1332722:[1, 7]
133533:[2, 6]
1338772:[6, 2]
1339157:[0, 3]
1339279:[6, 0]
1339516:[5, 1]
1341269:[6, 1]
1341844:[8, 1]
1342760:[6, 2]
1342998:[1, 9]
1343989:[8, 1]
1346872:[6, 1]
1347234:[6, 6]
1349227:[0, 3]
1350406:[6, 3]
1350831:[0, 4]
1351027:[0, 1]
1351285:[8, 6]
1352327:[5, 7]
1353957:[6, 3]
1354318:[6, 4]
1355352:[5, 8]
1355628:[2, 7]
1359517:[8, 1]
1361521:[8, 8]
1361983:[6, 1]
1362573:[1, 7]
1365012:[1, 0]
1365390:[8, 9]
1366488:[8, 1]
1367261:[1, 2]
1369552:[9, 7]
1371615:[3, 6]
1373052:[6, 6]
1374182:[9, 1]
1376660:[9, 1]
137870:[1, 6]
1385907:[7, 1]
1386885:[2, 3]
1388704:[1, 8]
1388856:[2, 8]
139011:[3, 1]
1396426:[6, 5]
1396781:[8, 1]
139793:[2, 6]
1400697:[0, 7]
140192:[4, 1]
1402548:[1, 2]
140317:[6, 3]
1403356:[0, 7]
1406537:[6, 1]
1408097:[8, 1]
1409032:[7, 8]
1410238:[7, 8]
1410432:[9, 1]
1411788:[3, 7]
1413507:[3, 1]
1415261:[1, 0]
1415622:[9, 7]
1415648:[0, 6]
1421497:[1, 9]
1421939:[5, 1]
1422787:[5, 0]
1430583:[7, 0]
1434251:[1, 1]
1435528:[2, 3]
1438646:[4, 6]
1445627:[0, 1]
144574:[2, 2]
1448837:[6, 9]
1449486:[9, 7]
1449616:[3, 0]
1452180:[0, 2]
1454807:[6, 8]
1455597:[9, 7]
1457447:[6, 3]
1457763:[8, 2]
1458137:[8, 3]
1466668:[1, 3]
1468562:[1, 9]
1472918:[6, 2]
1476413:[0, 1]
1485762:[6, 1]
1486530:[8, 4]
1488024:[5, 8]
1490614:[7, 8]
1490940:[0, 5]
1491397:[0, 5]
1494582:[1, 4]
1494739:[6, 7]
1498701:[9, 0]
1499263:[2, 4]
1500321:[9, 5]
1501077:[3, 6]
1501314:[5, 7]
1502234:[8, 7]
1504251:[2, 4]
1504791:[0, 4]
1505606:[8, 7]
1509080:[4, 0]
1509329:[6, 3]
1519165:[2, 4]
1520211:[9, 6]
1521060:[2, 4]
1521417:[6, 4]
152162:[0, 2]
1522585:[3, 5]
1523960:[5, 1]
1525083:[9, 6]
1525562:[1, 0]
1526767:[9, 1]
1527040:[2, 8]
1527891:[3, 7]
1528095:[8, 6]
1530949:[9, 7]
1530955:[9, 8]
1531384:[8, 1]
15322:[1, 7]
1533834:[0, 0]
1534007:[3, 6]
1535628:[9, 8]
1536649:[2, 7]
1537650:[5, 7]
1538131:[6, 1]
1538718:[1, 3]
1539558:[3, 1]
1539840:[5, 3]
1539924:[3, 1]
1542032:[0, 1]
1542638:[3, 7]
1543262:[3, 2]
1544820:[1, 4]
1544871:[1, 4]
1546403:[7, 1]
1547317:[5, 0]
1548432:[7, 1]
154898:[5, 5]
1552534:[6, 1]
1552943:[8, 5]
1553281:[2, 2]
1553506:[6, 4]
1554912:[0, 4]
1555353:[4, 1]
1557593:[7, 6]
1559784:[2, 1]
156335:[8, 2]
1563458:[1, 8]
1574055:[1, 6]
1575786:[3, 3]
157686:[5, 7]
1578739:[5, 0]
1581196:[1, 1]
1581534:[8, 2]
1583285:[5, 1]
1583739:[9, 4]
1586325:[9, 1]
1586335:[5, 4]
1590244:[6, 9]
1591648:[6, 7]
1594201:[3, 5]
1594205:[1, 6]
1595506:[6, 9]
1597119:[8, 1]
1598442:[5, 1]
1598843:[9, 6]
160014:[8, 7]
1600703:[8, 6]
1603578:[9, 9]
1604287:[6, 1]
1604876:[8, 2]
1606492:[2, 7]
1607179:[7, 7]
1609576:[1, 4]
1614711:[8, 1]
1616254:[6, 5]
1616968:[6, 6]
1617053:[1, 7]
1617442:[8, 5]
1617956:[3, 3]
1621457:[3, 6]
1622398:[0, 7]
1622993:[8, 6]
1623619:[4, 1]
1626330:[0, 8]
1628407:[9, 6]
1630161:[3, 1]
1632043:[1, 4]
1633077:[0, 5]
1635793:[8, 2]
1636162:[1, 3]
1637144:[8, 7]
1638635:[8, 1]
1639098:[0, 9]
1639159:[2, 9]
1640045:[2, 6]
1641701:[9, 3]
1642216:[5, 7]
1642643:[0, 4]
1642763:[9, 4]
1646295:[0, 6]
1646339:[7, 7]
1648275:[6, 8]
1649914:[8, 7]
1652079:[0, 1]
1652362:[3, 4]
1656168:[2, 8]
1656185:[0, 0]
1656786:[1, 3]
1659997:[3, 1]
1661280:[8, 1]
1662946:[8, 6]
1663714:[2, 1]
1664808:[8, 6]
1667943:[8, 3]
1669453:[0, 1]
1669896:[4, 0]
1669963:[9, 9]
1670527:[6, 4]
1676338:[0, 8]
1677690:[8, 7]
1678698:[6, 1]
1683546:[4, 1]
16853:[0, 1]
1685649:[1, 3]
1688796:[0, 6]
1690339:[0, 7]
1691027:[0, 7]
1693323:[0, 2]
1694824:[9, 6]
169787:[8, 7]
1699466:[8, 7]
1702709:[0, 3]
1704621:[0, 7]
1705562:[6, 8]
1706345:[5, 7]
1707201:[2, 6]
1708272:[1, 6]
1709036:[8, 8]
171297:[3, 9]
1714014:[1, 6]
1714993:[9, 8]
171580:[1, 7]
171628:[3, 9]
1720471:[0, 1]
1720755:[3, 0]
1722483:[6, 7]
1724086:[9, 5]
1724135:[0, 7]
1726021:[8, 9]
1726923:[6, 7]
172719:[5, 6]
1732883:[3, 6]
1734579:[0, 8]
1736266:[0, 7]
1736666:[8, 7]
1737065:[3, 4]
1739652:[5, 9]
1740645:[8, 1]
1744171:[7, 1]
1745542:[0, 1]
1746435:[5, 1]
174688:[0, 5]
1751456:[3, 7]
1756712:[0, 0]
1756973:[6, 7]
1758738:[3, 6]
175924:[6, 0]
1761128:[8, 7]
1761510:[1, 1]
1765996:[3, 6]
1766672:[7, 1]
1768704:[0, 6]
1768986:[8, 6]
1771412:[6, 1]
1773107:[2, 2]
1774498:[4, 3]
1774655:[0, 6]
1778992:[6, 6]
1780305:[4, 1]
1783978:[3, 2]
1785266:[1, 6]
1785357:[2, 6]
1786355:[9, 7]
1787741:[0, 4]
1788514:[7, 4]
1788858:[9, 2]
1789360:[5, 0]
1790951:[8, 1]
1791078:[0, 8]
1792115:[2, 6]
1793180:[3, 5]
1793336:[0, 7]
1794257:[8, 1]
1794647:[5, 8]
1796248:[6, 1]
1796476:[7, 1]
1796676:[3, 5]
179727:[1, 1]
1801674:[0, 2]
1801681:[1, 7]
1803376:[3, 1]
1804684:[0, 7]
1806226:[5, 5]
1808764:[0, 9]
1809243:[0, 3]
1809554:[9, 5]
1828110:[8, 1]
182821:[5, 1]
1830558:[7, 1]
1833146:[8, 6]
183759:[5, 7]
1837850:[6, 1]
1839894:[1, 9]
1840983:[5, 2]
1841641:[9, 6]
1841851:[0, 7]
1843165:[8, 8]
1843550:[2, 3]
1843851:[9, 2]
1844230:[6, 7]
1845139:[6, 0]
1846350:[9, 7]
1846443:[2, 6]
1848665:[8, 8]
185025:[2, 1]
1850711:[8, 6]
1850798:[0, 4]
1854287:[1, 6]
1854508:[0, 1]
1857493:[5, 1]
1857606:[8, 1]
18578:[1, 9]
1859802:[9, 7]
1860908:[1, 2]
1861703:[4, 8]
1863395:[2, 7]
1863844:[1, 7]
1864157:[0, 1]
1865024:[9, 1]
1866654:[8, 6]
18674:[6, 6]
1869730:[3, 1]
1870562:[5, 5]
187262:[0, 1]
1876846:[8, 7]
1879401:[5, 2]
188017:[7, 5]
1884718:[6, 1]
1885997:[8, 3]
1887022:[6, 7]
1887671:[8, 7]
1889737:[9, 4]
1892398:[1, 0]
1892611:[9, 4]
1895516:[4, 1]
189662:[6, 1]
1896962:[0, 1]
1897922:[8, 1]
1901123:[6, 1]
1901831:[8, 7]
1904108:[9, 8]
1906797:[8, 7]
1907876:[1, 3]
1909651:[0, 7]
1910852:[3, 3]
1911862:[1, 6]
1916965:[8, 0]
1917300:[5, 3]
1917321:[1, 5]
1919339:[6, 1]
1921429:[1, 7]
1924177:[8, 2]
1925604:[6, 0]
1926636:[9, 7]
1927106:[3, 6]
1927925:[8, 3]
1928283:[8, 3]
1930850:[9, 0]
19319:[8, 1]
1932614:[0, 1]
1933546:[6, 6]
1938525:[9, 1]
19400:[1, 7]
1944323:[3, 1]
1945130:[0, 1]
1945495:[7, 1]
1945515:[1, 8]
1945906:[7, 5]
1946768:[9, 1]
194834:[4, 1]
1948483:[8, 6]
1948958:[0, 1]
1949906:[5, 5]
1951145:[5, 3]
1956943:[6, 3]
1959834:[8, 5]
1959842:[5, 2]
1963796:[1, 6]
1964678:[6, 1]
1967680:[5, 1]
197107:[5, 7]
1973620:[3, 6]
1973758:[3, 8]
197397:[9, 6]
197596:[9, 3]
1978243:[1, 6]
1980814:[8, 1]
1981014:[1, 6]
1981189:[0, 4]
1983962:[8, 9]
1987243:[7, 7]
199029:[9, 1]
1990904:[5, 7]
1992415:[9, 7]
1992723:[0, 7]
1995186:[6, 6]
1997517:[2, 1]
1997707:[5, 9]
1998529:[6, 1]
1998986:[1, 7]
2000233:[9, 1]
2000924:[2, 6]
2002961:[9, 7]
2004028:[5, 1]
2004748:[8, 6]
2005631:[6, 2]
2008773:[8, 7]
200884:[1, 0]
2009950:[1, 7]
2012884:[2, 1]
2013467:[5, 1]
2015137:[0, 0]
2017940:[9, 4]
2019868:[0, 2]
2021734:[1, 1]
2022472:[3, 7]
202256:[0, 7]
202299:[3, 5]
2024262:[2, 7]
2024786:[6, 1]
2025285:[8, 5]
2030319:[7, 4]
203146:[5, 7]
203347:[0, 6]
2033894:[1, 6]
2034802:[8, 5]
203801:[1, 1]
2041762:[8, 4]
2041779:[5, 3]
2042930:[9, 6]
2043137:[5, 1]
2043965:[1, 0]
2044971:[5, 1]
2045164:[8, 6]
2049135:[0, 6]
2051662:[1, 7]
2052528:[3, 1]
2055837:[2, 9]
2056388:[5, 2]
2057344:[2, 8]
2058069:[9, 6]
2058540:[0, 7]
2058896:[4, 0]
2059766:[2, 0]
2065984:[5, 8]
2069254:[4, 0]
207266:[9, 4]
2072716:[7, 2]
207277:[4, 2]
2073849:[5, 1]
2075024:[8, 7]
2075992:[6, 7]
207701:[5, 5]
2077354:[0, 4]
2078150:[8, 4]
2083806:[6, 1]
208502:[8, 7]
2088073:[0, 4]
2089322:[0, 8]
2089416:[0, 6]
2089713:[2, 4]
2090863:[3, 4]
2095007:[0, 7]
2095107:[1, 2]
2096211:[4, 6]
