1005297:[1, 9]
102486:[5, 4]
1027927:[9, 9]
1030640:[4, 4]
1037765:[7, 4]
1038801:[0, 0]
1046862:[5, 4]
1049742:[8, 9]
1052377:[0, 5]
1059384:[4, 9]
1060532:[2, 9]
1063505:[9, 4]
1074912:[4, 9]
1086707:[8, 8]
1089186:[6, 9]
1110310:[0, 2]
1110580:[0, 0]
1133886:[3, 8]
1134063:[2, 5]
1164709:[1, 4]
1168533:[5, 0]
1172248:[7, 5]
1183174:[0, 4]
1192257:[0, 4]
1211196:[1, 2]
1211230:[3, 9]
122066:[6, 1]
1222796:[8, 0]
1230411:[3, 6]
1233738:[6, 9]
1240887:[4, 9]
1253662:[8, 9]
1266054:[1, 8]
1273818:[9, 9]
1278407:[1, 3]
1313832:[8, 3]
1333286:[3, 4]
1337518:[5, 9]
1354550:[2, 4]
1356389:[8, 1]
1357216:[4, 9]
1357729:[8, 9]
1362925:[4, 0]
1364549:[6, 8]
1372954:[8, 4]
1376092:[8, 0]
1381001:[3, 7]
1389483:[4, 4]
1393976:[6, 4]
139431:[8, 4]
1395573:[1, 9]
1398905:[3, 0]
1405328:[4, 4]
1424330:[6, 8]
142458:[9, 4]
1439833:[8, 4]
1443845:[1, 9]
1455263:[6, 0]
1456283:[7, 4]
1464637:[6, 0]
1486524:[9, 1]
1519545:[0, 3]
152138:[4, 8]
1523442:[3, 4]
1525611:[5, 4]
1550086:[1, 9]
1558412:[8, 9]
1571582:[2, 3]
1580073:[8, 4]
1581923:[0, 0]
1602363:[2, 3]
1603398:[4, 4]
1626652:[7, 7]
1630904:[2, 7]
1635131:[4, 4]
1642623:[1, 8]
1643979:[0, 4]
1657324:[6, 9]
1668195:[6, 5]
1674358:[9, 9]
1696268:[5, 8]
1700017:[9, 8]
1703632:[3, 8]
1729140:[8, 4]
1734990:[2, 5]
1736457:[6, 9]
1745582:[4, 9]
1749668:[9, 0]
1750054:[5, 9]
1753702:[1, 0]
1759568:[8, 5]
1770881:[9, 0]
1782853:[1, 4]
178942:[9, 9]
1828304:[6, 5]
1828831:[5, 5]
1846006:[1, 6]
1848944:[0, 4]
1857434:[8, 4]
1863234:[1, 8]
1864319:[7, 8]
1874610:[0, 5]
1882322:[6, 9]
188422:[0, 0]
1899482:[7, 9]
1929753:[9, 6]
1941554:[5, 8]
1946635:[3, 4]
1952513:[8, 4]
1957322:[4, 0]
1959055:[3, 3]
1971102:[1, 4]
1983526:[8, 5]
1991266:[1, 9]
2004366:[8, 9]
2007947:[3, 7]
2023207:[0, 8]
2036635:[2, 2]
2040626:[8, 8]
2040759:[4, 4]
2040930:[2, 9]
2047990:[6, 9]
2057036:[8, 9]
2063634:[8, 9]
2078992:[3, 5]
2082671:[6, 4]
2099151:[7, 0]
2112645:[8, 1]
2112651:[1, 0]
2139726:[9, 4]
2141200:[1, 8]
2161799:[7, 4]
2176492:[9, 3]
2192073:[4, 1]
2199795:[9, 8]
2203672:[7, 1]
2222796:[0, 4]
2234371:[1, 7]
2234867:[8, 4]
2243808:[9, 3]
2252474:[5, 3]
2253633:[8, 9]
2255456:[3, 9]
2258117:[0, 9]
2268336:[0, 4]
2274529:[6, 9]
2291510:[6, 7]
2304994:[7, 2]
2320553:[8, 2]
2321874:[7, 8]
232731:[5, 5]
2343052:[6, 4]
2351018:[3, 9]
2353053:[7, 9]
2353824:[3, 4]
2363426:[4, 0]
2367389:[4, 9]
2372704:[0, 1]
2377965:[4, 4]
2381523:[5, 8]
2395150:[6, 9]
240475:[4, 9]
2405997:[3, 4]
2415909:[3, 4]
242681:[8, 4]
2429947:[0, 2]
2445299:[6, 4]
244572:[3, 0]
2448394:[4, 0]
2457462:[9, 9]
2460461:[8, 8]
2461994:[6, 9]
246354:[8, 0]
2476368:[3, 9]
2479905:[4, 7]
2488502:[2, 3]
2499969:[3, 7]
2503551:[5, 0]
2531679:[7, 4]
2543892:[8, 0]
2548031:[8, 9]
2550291:[8, 8]
2552737:[1, 8]
2554333:[4, 9]
2585208:[1, 9]
2600800:[1, 8]
2606811:[4, 4]
2614059:[8, 8]
2614226:[4, 4]
2625990:[9, 9]
2633879:[0, 0]
263835:[8, 9]
2649108:[6, 4]
2654652:[7, 9]
2656501:[6, 0]
266650:[1, 2]
2674955:[9, 9]
2677858:[4, 8]
2678932:[5, 4]
2696369:[2, 8]
2728375:[8, 5]
2736507:[1, 8]
2743712:[5, 1]
2765298:[0, 6]
2813679:[6, 6]
2814593:[8, 5]
2821913:[1, 8]
2823507:[9, 1]
2838295:[1, 3]
2859272:[2, 9]
286290:[3, 8]
2893897:[3, 4]
2897662:[8, 8]
2912295:[9, 9]
2915924:[2, 4]
2916598:[8, 9]
2936684:[9, 8]
2947621:[1, 1]
2948437:[1, 5]
2956209:[8, 1]
2957593:[3, 5]
2961508:[3, 0]
2967638:[4, 6]
2975986:[9, 9]
2980377:[1, 5]
2990260:[7, 6]
2990636:[6, 6]
2993102:[5, 6]
2997868:[2, 4]
3002004:[8, 0]
3006116:[0, 6]
3029489:[4, 9]
3029817:[3, 4]
3030742:[6, 4]
3033357:[2, 8]
3036791:[8, 4]
3036853:[1, 7]
304356:[1, 0]
3054458:[8, 9]
3057735:[8, 9]
3099468:[2, 0]
3099524:[2, 9]
3106783:[6, 9]
3113729:[3, 0]
3117303:[7, 8]
3125709:[9, 4]
3126156:[1, 4]
3130384:[9, 5]
315482:[2, 5]
3161827:[7, 0]
3165993:[8, 0]
3169194:[1, 0]
3173832:[0, 4]
3177188:[2, 9]
31962:[1, 5]
3199911:[6, 4]
3207811:[4, 5]
3209177:[8, 9]
3213430:[5, 4]
3228214:[0, 5]
3231923:[3, 9]
3235197:[8, 5]
3241526:[7, 1]
3244668:[7, 1]
325162:[8, 9]
3251639:[5, 6]
3255177:[2, 9]
3258677:[8, 9]
347483:[3, 9]
371205:[8, 4]
373389:[1, 8]
377084:[8, 5]
381221:[1, 9]
38372:[5, 5]
385381:[8, 4]
39039:[2, 0]
411675:[8, 9]
41919:[3, 0]
42219:[8, 7]
433254:[7, 5]
438165:[8, 9]
439782:[1, 4]
440480:[1, 4]
452476:[4, 9]
456191:[1, 9]
461759:[7, 0]
472143:[1, 0]
485666:[8, 9]
488877:[8, 4]
522248:[4, 9]
523148:[7, 4]
530461:[2, 1]
539122:[4, 4]
548508:[8, 9]
567015:[0, 4]
570226:[3, 8]
573387:[3, 5]
590348:[8, 4]
601456:[9, 5]
60652:[2, 3]
607871:[7, 6]
614752:[4, 9]
626703:[8, 6]
629553:[5, 5]
638079:[2, 2]
651324:[5, 4]
665311:[5, 3]
671639:[5, 9]
683359:[6, 9]
685923:[8, 9]
705199:[6, 2]
717257:[3, 5]
720383:[2, 9]
720467:[8, 0]
725848:[4, 4]
736866:[2, 9]
739603:[8, 4]
746404:[8, 8]
761335:[6, 8]
765675:[7, 3]
767053:[7, 4]
775019:[1, 1]
784824:[9, 4]
785961:[3, 4]
80847:[4, 9]
832961:[6, 4]
835176:[1, 9]
836712:[8, 8]
865699:[9, 8]
886872:[6, 5]
894033:[3, 0]
900837:[8, 9]
901629:[3, 5]
909176:[3, 9]
92751:[0, 4]
933457:[1, 8]
954428:[8, 9]
960058:[1, 4]
974081:[8, 4]
979349:[1, 8]
99664:[6, 4]
