1000012:[8, 2]
1000391:[2, 0]
1000402:[3, 7]
1000561:[3, 4]
100069:[8, 4]
1001076:[3, 9]
1001138:[3, 4]
1002422:[3, 4]
1002578:[0, 1]
1002740:[8, 6]
1003116:[3, 4]
100359:[2, 3]
1004295:[2, 4]
1004409:[5, 7]
100554:[7, 8]
1005817:[8, 7]
100586:[8, 1]
1005898:[4, 9]
1006003:[9, 2]
1006153:[1, 7]
1006729:[1, 4]
100678:[1, 8]
1008580:[8, 7]
1008804:[0, 0]
1008891:[6, 0]
1009240:[2, 0]
100925:[2, 0]
100976:[5, 8]
1010090:[9, 6]
1010357:[9, 1]
1010813:[3, 0]
1010900:[1, 4]
1011312:[9, 0]
101146:[6, 8]
1011754:[4, 1]
1012047:[9, 0]
1012128:[7, 7]
1012669:[8, 5]
1012846:[2, 8]
1012964:[3, 3]
1013081:[4, 6]
1013191:[6, 4]
1013499:[6, 4]
1013625:[4, 5]
1013631:[2, 2]
101448:[9, 2]
1014571:[2, 3]
1014577:[2, 0]
1014847:[0, 4]
1015082:[2, 0]
1015358:[7, 1]
1015782:[9, 6]
1016077:[4, 1]
1016087:[1, 6]
1016528:[8, 8]
101752:[1, 0]
1018774:[1, 6]
1019024:[0, 8]
1019229:[9, 4]
1019894:[1, 0]
1020741:[6, 2]
1020991:[5, 6]
1021058:[8, 4]
1021296:[6, 5]
1021346:[6, 0]
1021791:[7, 7]
102182:[8, 3]
1022922:[8, 0]
1023118:[8, 9]
1023200:[1, 4]
1023206:[7, 1]
1023742:[7, 1]
1023846:[8, 6]
1024785:[7, 0]
1025108:[7, 7]
102511:[8, 7]
1025872:[1, 2]
1026192:[0, 7]
1026212:[0, 8]
1026284:[9, 0]
1026410:[1, 1]
10266:[1, 0]
1026712:[9, 8]
1026864:[1, 7]
1027414:[5, 7]
1027731:[3, 7]
1027825:[7, 1]
1029061:[4, 8]
1029106:[5, 3]
1029127:[4, 7]
1029278:[0, 7]
1029292:[3, 7]
1029847:[7, 0]
102992:[1, 9]
1030033:[5, 4]
10301:[4, 1]
1030660:[3, 4]
1031906:[8, 4]
1033573:[5, 9]
1033943:[6, 9]
1034160:[3, 4]
1034596:[6, 7]
1034902:[2, 7]
103572:[1, 0]
1036207:[8, 1]
1036495:[1, 1]
103663:[6, 1]
1037015:[3, 2]
1037745:[0, 8]
1037912:[1, 8]
1037960:[8, 6]
1038023:[8, 5]
1038162:[1, 2]
1038545:[6, 4]
1038569:[8, 7]
1038577:[0, 4]
1039270:[5, 8]
1039844:[4, 7]
104002:[2, 3]
1040576:[4, 0]
1041701:[4, 0]
1041822:[3, 1]
1041961:[7, 7]
1042522:[8, 5]
1042926:[1, 3]
1043372:[0, 8]
1043587:[7, 9]
1043941:[2, 4]
1044418:[5, 7]
1044607:[9, 4]
1044874:[9, 0]
1046605:[2, 3]
104675:[5, 4]
1047296:[5, 4]
1048182:[6, 3]
1049005:[2, 2]
1049277:[8, 3]
1049449:[3, 7]
1049728:[1, 4]
1050113:[7, 0]
1050204:[8, 0]
1050331:[4, 0]
1050959:[8, 5]
1052111:[3, 9]
1052156:[3, 5]
1052206:[6, 9]
1052783:[2, 9]
1053020:[0, 2]
1054184:[8, 7]
1054211:[0, 1]
1054402:[8, 0]
1054508:[8, 4]
1054529:[0, 8]
1054861:[3, 4]
1055048:[7, 0]
1055049:[7, 1]
1055608:[7, 1]
1055646:[0, 1]
1056072:[2, 7]
1056082:[5, 0]
1056464:[0, 7]
1057941:[2, 4]
1058145:[5, 6]
1058146:[7, 6]
1058242:[4, 3]
1058701:[0, 2]
1058978:[9, 7]
1059247:[3, 7]
1060381:[8, 2]
106082:[5, 7]
1060925:[5, 6]
106093:[3, 1]
1061131:[0, 4]
1061159:[2, 8]
1061177:[7, 4]
106173:[4, 3]
1062131:[4, 1]
1062273:[9, 5]
1062520:[8, 6]
1062774:[9, 5]
1063187:[3, 4]
1063338:[8, 0]
1063388:[6, 4]
1064290:[2, 3]
1064885:[7, 4]
1064919:[0, 2]
106523:[4, 7]
1065383:[8, 3]
1065448:[2, 3]
1065643:[5, 7]
1066826:[9, 9]
1066946:[2, 1]
1067609:[4, 7]
1067883:[8, 8]
1067920:[7, 3]
1067949:[0, 2]
1068282:[2, 6]
1068298:[4, 4]
1068505:[5, 6]
1069145:[0, 8]
1069950:[6, 9]
1069974:[6, 0]
1070012:[7, 1]
1070174:[2, 4]
1070654:[6, 4]
1070726:[0, 0]
107076:[1, 1]
1070781:[5, 9]
1070838:[9, 2]
1071199:[0, 3]
1071262:[4, 5]
1071460:[7, 4]
1071654:[0, 7]
1071946:[4, 4]
1072182:[3, 4]
10723:[7, 7]
1072776:[6, 2]
1073541:[9, 7]
1073583:[2, 7]
1073721:[6, 9]
1073724:[0, 6]
1073726:[3, 7]
107384:[5, 6]
1074120:[4, 7]
1074149:[1, 9]
107437:[7, 1]
1074948:[3, 7]
1075019:[2, 5]
1075162:[7, 0]
1075566:[1, 8]
1075919:[7, 8]
1076373:[9, 3]
1076693:[6, 6]
1076822:[8, 9]
107722:[4, 0]
107735:[9, 9]
1077369:[1, 4]
1077443:[7, 0]
1077577:[7, 1]
1077785:[0, 6]
1078451:[0, 0]
1078655:[3, 2]
1078929:[9, 3]
1079145:[3, 2]
1079299:[7, 1]
1079387:[9, 3]
1079429:[0, 5]
1079530:[1, 2]
1079539:[6, 8]
1079602:[2, 8]
1079628:[8, 5]
1079797:[9, 7]
1080311:[3, 4]
1081249:[2, 7]
1081268:[1, 5]
108159:[9, 3]
1081941:[1, 0]
1082786:[1, 0]
1084519:[3, 6]
1085369:[0, 2]
1085772:[7, 4]
1086057:[0, 8]
1086064:[7, 3]
1086108:[8, 4]
1087183:[1, 4]
1088120:[9, 4]
1088195:[2, 3]
1088240:[0, 8]
1088608:[0, 7]
1088936:[2, 1]
1088982:[8, 4]
1089602:[3, 4]
1089666:[5, 4]
1090235:[7, 4]
1090304:[5, 4]
1090333:[0, 2]
1090544:[0, 8]
109093:[0, 0]
1091927:[2, 4]
1092625:[1, 3]
1092813:[1, 8]
1093048:[3, 4]
1093544:[3, 8]
1093795:[4, 5]
1094833:[0, 3]
1095190:[2, 4]
1095254:[2, 4]
109526:[1, 0]
1095309:[5, 4]
1095502:[7, 2]
1095684:[7, 4]
1095969:[4, 4]
1096011:[0, 1]
1096197:[8, 3]
109621:[5, 0]
109663:[3, 4]
1097398:[3, 7]
109755:[2, 7]
1097641:[8, 4]
1098195:[3, 7]
1098203:[5, 3]
1098300:[0, 0]
1098805:[1, 0]
1098906:[9, 7]
1099499:[0, 1]
1100403:[1, 1]
1100628:[2, 9]
1100808:[1, 8]
1101090:[6, 8]
1101192:[8, 0]
1101208:[0, 9]
1101773:[8, 7]
1102556:[1, 1]
1102649:[7, 7]
1102739:[5, 4]
1103237:[1, 1]
110405:[5, 9]
1104348:[6, 9]
1104985:[7, 2]
1105273:[6, 2]
1105463:[3, 3]
1106403:[4, 3]
1106486:[0, 7]
1107111:[8, 5]
1107121:[9, 3]
1107977:[9, 9]
1108456:[8, 0]
1108956:[9, 7]
1109596:[4, 2]
1109619:[1, 1]
1109932:[8, 1]
1110256:[9, 7]
1110298:[0, 5]
111032:[1, 8]
1110370:[1, 4]
1110625:[1, 9]
111066:[5, 4]
1111622:[4, 1]
1112172:[3, 7]
1112360:[3, 7]
1112466:[1, 4]
1112927:[2, 5]
111328:[2, 7]
1113492:[5, 6]
1114340:[7, 4]
1114862:[8, 2]
1115141:[0, 9]
1115335:[0, 7]
1115939:[0, 6]
1115976:[4, 3]
1116299:[0, 4]
1116907:[9, 0]
1116992:[5, 6]
1117095:[8, 5]
1117307:[3, 9]
1117359:[4, 7]
1117534:[1, 9]
1118061:[3, 4]
111823:[1, 7]
1118446:[3, 5]
1118844:[6, 5]
1118943:[9, 0]
1118982:[4, 5]
1119501:[0, 3]
1120542:[7, 0]
1120696:[3, 5]
1120796:[7, 2]
1120925:[6, 4]
1122822:[1, 7]
1123055:[9, 8]
1123328:[3, 9]
1123929:[3, 4]
1124303:[5, 8]
1124595:[9, 4]
1124731:[1, 1]
112479:[1, 4]
1125000:[6, 4]
1125061:[1, 5]
1125079:[7, 7]
1125203:[2, 8]
1125244:[3, 4]
1125390:[4, 0]
1125765:[7, 0]
1125898:[8, 7]
1125902:[0, 4]
1126146:[9, 8]
1126536:[2, 5]
1126592:[5, 4]
1126780:[9, 0]
1127090:[1, 0]
1127942:[8, 4]
1128001:[0, 3]
1128024:[9, 8]
1128335:[0, 4]
1128871:[9, 9]
1129236:[8, 1]
1129338:[9, 8]
1129562:[0, 7]
1129815:[3, 7]
1131297:[4, 2]
1131341:[7, 0]
1131371:[1, 8]
1131376:[4, 7]
1132234:[3, 0]
1132306:[0, 7]
1132473:[4, 4]
1132531:[1, 1]
1132739:[8, 9]
1132897:[8, 2]
1134391:[5, 0]
1134497:[9, 8]
1134935:[8, 7]
1135071:[7, 3]
113514:[9, 0]
1135468:[3, 8]
1135620:[9, 7]
1136253:[3, 7]
1136347:[6, 9]
1136824:[2, 7]
1137386:[0, 4]
1137509:[9, 8]
1138118:[8, 2]
1138322:[6, 1]
1138647:[1, 3]
1138914:[8, 4]
1139069:[2, 7]
1139207:[1, 7]
1139363:[7, 4]
1139393:[9, 4]
1139499:[3, 8]
1140543:[2, 9]
1140922:[7, 5]
1141059:[1, 7]
1141141:[0, 7]
1141253:[0, 1]
1142167:[7, 3]
1142236:[8, 7]
1142852:[1, 4]
1143055:[1, 3]
1143200:[9, 3]
1143455:[3, 6]
1143627:[7, 2]
1143707:[6, 6]
1143773:[2, 0]
1143778:[9, 7]
1144705:[6, 8]
1144769:[8, 9]
1146206:[8, 1]
1146531:[7, 4]
1146831:[8, 4]
1146895:[1, 0]
1147092:[6, 0]
1147233:[7, 4]
1147905:[8, 1]
1147967:[5, 6]
1147993:[1, 4]
1148068:[2, 8]
1148169:[1, 0]
114816:[8, 7]
1148252:[9, 1]
1148774:[3, 0]
1149417:[1, 0]
1149435:[1, 7]
1149805:[6, 4]
