1009035:[6, 9]
1073077:[8, 9]
1159214:[0, 5]
1213190:[4, 3]
1231017:[7, 8]
1299781:[5, 6]
1360731:[2, 5]
1453592:[8, 0]
1536442:[0, 2]
1640362:[0, 3]
1805351:[0, 3]
1824086:[4, 6]
1862226:[8, 0]
1908833:[2, 7]
1984447:[5, 0]
2015274:[7, 9]
2021337:[5, 7]
2036908:[2, 1]
2115435:[9, 3]
2288769:[6, 9]
2291954:[4, 7]
2328011:[0, 8]
2480162:[5, 1]
2512045:[8, 0]
2615060:[4, 0]
2816993:[8, 9]
2950043:[9, 8]
2978255:[2, 7]
3154806:[8, 8]
3185919:[0, 6]
3216288:[3, 3]
3239544:[2, 0]
373402:[0, 0]
444729:[8, 0]
523475:[0, 1]
52894:[0, 0]
550623:[7, 9]
672637:[3, 1]
765007:[6, 0]
882661:[7, 6]
906109:[8, 6]
906914:[3, 5]
933573:[8, 9]
967700:[3, 1]
970331:[1, 8]
984372:[8, 0]
989691:[2, 7]
