1000011:[8, 8]
1000357:[4, 6]
1000497:[2, 2]
1000577:[8, 5]
1000651:[8, 5]
1000706:[8, 2]
1001499:[7, 8]
1002139:[4, 1]
1002480:[8, 4]
100284:[3, 7]
1003418:[5, 4]
1003547:[2, 9]
1004725:[5, 9]
1005162:[5, 6]
1008366:[8, 8]
1011195:[2, 4]
1011511:[8, 7]
1012592:[5, 8]
1013507:[5, 2]
1014443:[8, 7]
1016079:[0, 7]
1016727:[0, 4]
1016803:[6, 4]
101818:[3, 0]
1018428:[7, 7]
1019186:[2, 7]
1019504:[0, 4]
1019551:[8, 0]
1020828:[1, 8]
1021290:[8, 1]
1021835:[0, 4]
1024136:[3, 4]
1024836:[8, 7]
1026406:[9, 4]
1026889:[1, 8]
1027104:[8, 7]
1028261:[2, 7]
1029098:[5, 3]
1030850:[7, 0]
1031136:[0, 8]
1032487:[2, 0]
103432:[0, 1]
1034487:[8, 7]
1034561:[2, 4]
1036234:[9, 9]
1037136:[0, 2]
1039045:[0, 4]
103904:[4, 3]
1039462:[3, 7]
1040955:[8, 9]
1041786:[8, 7]
104267:[2, 4]
104383:[2, 2]
1044165:[8, 1]
1044433:[9, 3]
1045937:[9, 1]
1046968:[4, 0]
1047090:[8, 4]
1047497:[0, 7]
1047679:[2, 1]
104826:[8, 8]
1048956:[0, 4]
1049447:[5, 4]
1049571:[0, 7]
1053225:[5, 1]
1053883:[8, 7]
1056199:[0, 8]
105648:[8, 4]
1057398:[2, 9]
1058440:[0, 1]
105902:[1, 5]
1059355:[8, 7]
1059643:[8, 7]
1059985:[9, 8]
1060205:[8, 9]
1060334:[8, 8]
1060486:[6, 4]
106086:[7, 4]
1060998:[3, 2]
1061406:[7, 7]
1061449:[9, 6]
1061843:[8, 7]
1062669:[8, 4]
1063315:[6, 0]
1063442:[0, 0]
1063699:[0, 4]
1064046:[1, 4]
1064056:[2, 2]
1064469:[0, 4]
1065877:[1, 3]
1069664:[6, 4]
1069887:[8, 1]
1070547:[8, 8]
1070708:[8, 7]
107089:[1, 6]
1070967:[8, 4]
1070998:[8, 6]
1071174:[1, 4]
1071949:[5, 2]
1072295:[8, 0]
1073229:[8, 7]
1073576:[0, 4]
1073652:[6, 0]
107404:[2, 7]
107449:[0, 0]
1075738:[0, 7]
1075852:[8, 7]
107629:[1, 8]
1076988:[2, 0]
1079340:[0, 5]
1080280:[0, 7]
1081258:[8, 7]
1083078:[2, 7]
1083397:[5, 0]
1083581:[8, 4]
108461:[0, 5]
1084800:[8, 4]
1086305:[1, 4]
1086359:[1, 8]
108639:[8, 2]
1087359:[0, 6]
1087842:[8, 0]
108796:[9, 6]
1088019:[6, 5]
1090886:[0, 8]
1091251:[4, 1]
1091548:[2, 3]
1091836:[6, 1]
1092641:[3, 8]
1092756:[5, 6]
1093066:[8, 7]
1093772:[6, 3]
1094930:[2, 4]
1094983:[1, 2]
109637:[4, 7]
1097261:[1, 9]
