1003034:[3, 3]
1012959:[4, 1]
1017304:[6, 9]
1021943:[2, 2]
1023936:[5, 7]
1025340:[4, 9]
1025375:[6, 7]
10262:[0, 0]
1039151:[5, 5]
1040524:[4, 9]
1041440:[0, 0]
1044767:[1, 1]
1046015:[7, 6]
1046922:[4, 7]
1047874:[5, 2]
1048106:[2, 6]
1052433:[3, 0]
10547:[1, 7]
1061243:[7, 1]
1062203:[2, 9]
1065257:[2, 1]
106969:[4, 6]
1076470:[0, 6]
1092513:[2, 0]
1092704:[6, 3]
109989:[1, 6]
1108353:[2, 8]
1115648:[5, 3]
1117074:[5, 9]
1125075:[5, 1]
1134302:[0, 5]
1138386:[2, 5]
1140192:[9, 0]
1143345:[6, 7]
1145313:[4, 5]
114652:[1, 6]
1147523:[0, 0]
1148377:[5, 0]
1151452:[1, 2]
1165745:[0, 0]
1169728:[2, 2]
1172388:[6, 9]
1178752:[9, 3]
1180989:[9, 2]
1182112:[6, 2]
1184784:[4, 1]
1188424:[5, 8]
1197449:[4, 4]
1198241:[9, 6]
1204935:[5, 8]
12073:[0, 3]
1213225:[5, 5]
1213396:[4, 2]
1226682:[8, 9]
123184:[1, 0]
1245958:[6, 4]
1249080:[0, 0]
1265405:[4, 6]
1283011:[1, 7]
1293193:[1, 4]
129473:[3, 6]
1318586:[1, 4]
1323571:[4, 0]
1323656:[0, 6]
1327141:[6, 0]
1328734:[1, 0]
1342666:[7, 0]
1349996:[6, 9]
1351491:[0, 4]
135628:[4, 0]
1357429:[1, 5]
1359593:[6, 0]
1371839:[7, 9]
1371976:[2, 6]
1373510:[1, 8]
1378927:[4, 3]
1382888:[1, 2]
1383133:[8, 1]
139237:[6, 4]
1393243:[4, 6]
1395730:[2, 3]
1398220:[6, 0]
1402490:[8, 9]
1418727:[2, 9]
1442725:[9, 1]
1445194:[6, 9]
1454491:[9, 9]
1458834:[0, 4]
1468699:[4, 3]
147195:[9, 6]
1472067:[4, 0]
1473813:[2, 8]
1474021:[8, 7]
1475671:[1, 1]
1480007:[1, 2]
1481003:[9, 2]
1483388:[2, 5]
1483508:[7, 6]
148587:[4, 0]
1485920:[4, 3]
1492078:[3, 3]
14927:[3, 7]
1494910:[8, 9]
150553:[1, 0]
1521639:[4, 0]
1521780:[4, 9]
1524164:[8, 0]
15281:[1, 2]
1529117:[5, 0]
1533528:[8, 4]
15350:[5, 7]
1538441:[7, 3]
1539038:[2, 1]
1539410:[9, 8]
1542334:[4, 8]
1545997:[0, 3]
1552428:[2, 5]
1571017:[5, 6]
1571963:[2, 9]
1573969:[0, 5]
1574258:[7, 7]
1588031:[7, 5]
1601046:[2, 2]
1606656:[4, 6]
1620025:[4, 7]
1630738:[1, 0]
1652128:[2, 0]
165573:[4, 6]
1663348:[6, 5]
1667601:[5, 4]
166886:[9, 8]
1671099:[7, 4]
1671811:[1, 1]
1674280:[7, 0]
1682249:[5, 4]
1682279:[2, 4]
1685477:[0, 4]
168558:[5, 3]
1687532:[4, 9]
1692447:[0, 0]
169614:[1, 8]
1708438:[9, 1]
1715835:[5, 9]
1719287:[0, 2]
1721970:[5, 6]
1726183:[1, 1]
1727964:[3, 2]
1728827:[7, 7]
1738570:[0, 5]
1744678:[2, 2]
1746500:[8, 0]
1747974:[4, 0]
1752640:[5, 6]
1756707:[9, 3]
1759562:[7, 4]
1761986:[5, 3]
1767057:[4, 3]
1768198:[7, 4]
1775209:[0, 4]
1775284:[0, 0]
1781784:[8, 2]
178309:[1, 2]
