100157:[2, 0]
1005502:[9, 6]
1006752:[4, 2]
1015840:[9, 5]
1019100:[9, 0]
1024358:[6, 7]
1027539:[5, 1]
1028138:[0, 8]
1028994:[8, 1]
1034987:[1, 7]
1036503:[7, 0]
1038151:[2, 0]
1040414:[2, 0]
104049:[1, 0]
1044441:[7, 5]
1060110:[9, 0]
1064678:[6, 2]
1069954:[2, 1]
1076110:[8, 6]
1076183:[9, 6]
1076695:[5, 9]
108099:[2, 4]
1083687:[1, 2]
1089273:[8, 2]
1105687:[4, 0]
1109684:[9, 1]
111026:[8, 1]
111356:[7, 5]
1121205:[9, 6]
1132141:[5, 3]
1133518:[9, 4]
113550:[8, 0]
1135738:[7, 0]
1138452:[9, 0]
1140623:[6, 3]
1143553:[6, 8]
1144859:[9, 2]
115637:[6, 6]
116635:[2, 1]
1177262:[2, 7]
1182119:[9, 0]
118458:[3, 4]
1184:[2, 0]
1189099:[8, 0]
1195995:[6, 4]
1197301:[9, 0]
1202315:[2, 0]
1203347:[4, 0]
1210868:[4, 4]
1217458:[0, 0]
1221217:[8, 0]
1221992:[9, 5]
1222046:[2, 0]
1226669:[4, 4]
1231161:[7, 4]
1234682:[3, 5]
1240509:[6, 6]
1247152:[2, 0]
1250431:[9, 0]
1281385:[4, 8]
1288378:[2, 0]
1309252:[6, 1]
1310502:[9, 0]
1311091:[4, 2]
1316440:[5, 0]
1319620:[2, 0]
1324309:[9, 0]
1329778:[0, 5]
133521:[2, 0]
1336029:[9, 8]
1337857:[2, 4]
1338028:[1, 0]
1342732:[9, 2]
1360288:[8, 7]
1366610:[2, 2]
1370223:[6, 0]
1373297:[1, 0]
1373506:[7, 8]
1374870:[6, 0]
1377085:[8, 0]
1381972:[2, 0]
1386010:[1, 0]
1400336:[8, 0]
1402602:[1, 6]
1403712:[6, 1]
141022:[4, 0]
1412602:[9, 7]
14139:[6, 5]
1414097:[0, 0]
1415953:[9, 0]
1417487:[7, 0]
1417533:[7, 0]
1417764:[4, 2]
1425943:[3, 5]
1428588:[4, 1]
1428966:[1, 2]
1433004:[9, 4]
1434876:[6, 0]
1437447:[6, 0]
1439528:[2, 0]
1443995:[1, 5]
1454822:[1, 2]
1455410:[1, 0]
1460419:[6, 0]
1480454:[2, 7]
1484082:[2, 5]
1491776:[5, 0]
1495745:[2, 0]
1508585:[9, 2]
1512266:[4, 0]
1512477:[9, 4]
1513000:[2, 9]
1517664:[4, 3]
1518873:[2, 0]
1519455:[2, 6]
1522292:[8, 6]
1531492:[2, 0]
1536104:[4, 2]
1537388:[6, 5]
1552310:[9, 9]
1554819:[8, 8]
1557267:[6, 4]
1557349:[9, 0]
1560997:[1, 0]
1565251:[0, 0]
1580192:[2, 0]
1580706:[1, 1]
