1000032:[3, 7]
1000254:[5, 5]
1000396:[1, 2]
1002129:[4, 4]
1002436:[1, 6]
1002773:[2, 2]
1003070:[7, 9]
10032:[3, 4]
1004053:[6, 9]
1004674:[6, 4]
1005130:[7, 2]
1005598:[3, 9]
1006128:[8, 6]
1006500:[1, 8]
1007015:[6, 3]
1007440:[4, 5]
1007768:[0, 2]
1007799:[3, 8]
100818:[6, 9]
1008583:[4, 5]
1008892:[8, 9]
1008900:[3, 4]
1009107:[6, 5]
1011325:[5, 9]
101155:[1, 2]
1011586:[2, 6]
101189:[2, 3]
101317:[8, 3]
1014261:[1, 1]
1014565:[1, 9]
1014812:[5, 5]
1015800:[3, 8]
1016056:[1, 2]
1016094:[0, 4]
101710:[1, 6]
1017183:[0, 9]
1017240:[0, 5]
1017513:[9, 7]
1018388:[0, 0]
1019377:[7, 9]
1019501:[6, 8]
1019739:[4, 1]
1020093:[6, 4]
1020194:[3, 9]
1020994:[2, 6]
1021262:[3, 8]
1021903:[8, 4]
1022146:[7, 1]
1023123:[6, 8]
1023133:[9, 3]
1023315:[6, 4]
1023589:[7, 4]
1023875:[8, 5]
1023971:[8, 7]
1024251:[6, 0]
1024746:[7, 9]
1024967:[8, 6]
1025672:[0, 4]
1026099:[6, 7]
1026880:[8, 8]
1027577:[5, 6]
1027796:[8, 9]
1028170:[1, 4]
1028776:[8, 3]
1029388:[1, 9]
102960:[0, 9]
1029769:[4, 6]
1030144:[6, 9]
1030367:[1, 6]
1031721:[1, 0]
1032729:[5, 3]
1033124:[7, 3]
103367:[8, 8]
1033682:[9, 6]
1035024:[9, 9]
1035395:[7, 5]
1035422:[6, 8]
1035892:[1, 5]
1036294:[1, 5]
1036868:[8, 5]
1037651:[6, 2]
1038915:[6, 4]
1038979:[9, 7]
103:[7, 5]
1040144:[6, 9]
1040756:[3, 5]
1040921:[1, 9]
1042064:[0, 2]
1042377:[7, 8]
1042718:[2, 8]
1043240:[6, 6]
1043281:[2, 2]
1043406:[1, 6]
1043603:[9, 5]
10438:[7, 4]
1044571:[4, 9]
1045047:[6, 3]
1045414:[0, 9]
1045592:[3, 9]
1045738:[3, 4]
1045781:[4, 0]
1046471:[9, 7]
1046759:[1, 5]
1047007:[5, 6]
1047118:[0, 9]
1047332:[0, 5]
1047512:[8, 4]
1049479:[2, 6]
1050533:[3, 8]
1051997:[1, 5]
1052084:[2, 8]
1052414:[1, 4]
1052575:[6, 9]
1052898:[8, 6]
1053614:[9, 4]
1053833:[4, 6]
1054623:[1, 4]
1054916:[3, 9]
1055097:[3, 0]
105748:[9, 5]
1057534:[6, 6]
10576:[6, 4]
1058669:[9, 9]
1058950:[6, 3]
1059932:[6, 5]
1060237:[6, 7]
1061409:[1, 9]
1061503:[7, 4]
1061528:[8, 5]
1062331:[2, 9]
1062481:[1, 5]
1063254:[8, 5]
1063447:[3, 3]
1063597:[5, 0]
1063780:[8, 4]
1063783:[4, 6]
1065496:[0, 6]
1065702:[8, 5]
1065971:[1, 0]
106620:[6, 6]
1069231:[1, 1]
1069718:[1, 4]
1070836:[6, 8]
1070882:[3, 7]
