1018715:[6, 2]
1022388:[0, 8]
1034746:[9, 5]
1039119:[3, 4]
1052366:[1, 6]
1059004:[3, 9]
1086717:[5, 0]
1102956:[6, 0]
1112084:[1, 1]
1178887:[0, 4]
1214201:[1, 1]
122863:[4, 6]
1238641:[5, 7]
1243752:[0, 4]
1248485:[9, 7]
1253553:[6, 7]
1272897:[1, 6]
1279602:[8, 6]
1299868:[7, 8]
1302762:[7, 2]
1304228:[1, 6]
1311092:[0, 7]
1313412:[8, 9]
1345191:[4, 0]
1374780:[1, 0]
1411934:[5, 2]
1521667:[2, 5]
1521776:[3, 3]
156719:[3, 8]
1590987:[4, 5]
1597437:[1, 6]
1613130:[9, 6]
1640569:[6, 0]
1662356:[8, 1]
1700520:[7, 8]
1709680:[1, 5]
1739653:[8, 1]
1756700:[1, 7]
1771644:[3, 5]
1778435:[8, 7]
1795860:[8, 2]
1799265:[5, 2]
1807294:[2, 3]
1810170:[3, 6]
1812127:[8, 4]
1837107:[3, 4]
1857801:[0, 8]
189427:[1, 5]
1900707:[6, 4]
1916756:[4, 6]
1935241:[6, 3]
1935736:[9, 9]
1982014:[1, 0]
1989774:[9, 1]
2018503:[2, 2]
202005:[9, 8]
20443:[1, 0]
2055829:[5, 0]
2080668:[1, 9]
2082077:[8, 8]
2103801:[8, 7]
2126772:[1, 4]
2132554:[5, 3]
2141479:[5, 3]
2161211:[2, 3]
2204210:[8, 2]
2220216:[4, 9]
2300411:[4, 0]
2322839:[4, 3]
2354815:[9, 8]
2365376:[3, 1]
2373621:[4, 3]
2387362:[9, 1]
241041:[2, 6]
2414942:[1, 6]
2448437:[2, 7]
2453908:[5, 0]
2564644:[6, 2]
2566672:[5, 3]
2631114:[8, 8]
263180:[1, 7]
2632456:[4, 7]
2634981:[1, 8]
2648209:[7, 0]
2651422:[1, 7]
2660535:[4, 6]
268111:[1, 3]
2684016:[8, 6]
2705977:[9, 1]
2726253:[5, 6]
276675:[8, 4]
2810007:[1, 7]
2831833:[8, 2]
2843529:[2, 5]
286881:[4, 6]
2878889:[9, 2]
2895582:[1, 5]
2938054:[6, 3]
2938616:[0, 5]
2947191:[6, 7]
3075110:[4, 1]
3082989:[3, 8]
3124324:[2, 1]
3142279:[0, 4]
3147855:[9, 3]
3179512:[4, 2]
3181019:[1, 9]
3194964:[6, 6]
3195742:[1, 7]
3229563:[3, 2]
3230332:[1, 4]
3238721:[1, 2]
342403:[0, 5]
371045:[1, 3]
395293:[0, 7]
404571:[5, 3]
409423:[8, 0]
410044:[3, 8]
418658:[6, 4]
424568:[4, 2]
452914:[1, 7]
458262:[6, 5]
459261:[1, 0]
498543:[9, 8]
50546:[2, 2]
518942:[1, 3]
612170:[4, 2]
625773:[8, 3]
640533:[5, 5]
649393:[5, 8]
688988:[1, 9]
756763:[2, 8]
759008:[1, 0]
762645:[9, 6]
782621:[9, 8]
795240:[6, 2]
82488:[1, 1]
85793:[6, 7]
863178:[1, 4]
869778:[8, 0]
903545:[3, 9]
951521:[9, 5]
964272:[8, 8]
971048:[4, 3]
978926:[4, 9]
