1001646:[0, 1]
1002198:[2, 7]
1006042:[3, 5]
1010987:[1, 6]
1011864:[0, 0]
1016640:[2, 7]
1017972:[0, 5]
1018561:[9, 9]
1019334:[8, 7]
102015:[0, 3]
1021521:[0, 9]
1022763:[3, 1]
1025121:[2, 0]
1027192:[1, 1]
1029256:[8, 3]
1034922:[3, 8]
1035672:[0, 0]
1035764:[7, 0]
1038959:[7, 0]
104324:[9, 7]
1044331:[5, 9]
1045384:[2, 1]
1046506:[0, 6]
1046587:[9, 6]
1046977:[5, 1]
1047326:[1, 0]
1049505:[1, 1]
1050984:[9, 0]
1052050:[1, 4]
1052323:[4, 0]
1052961:[3, 0]
1059108:[1, 4]
1060497:[7, 0]
1061700:[7, 0]
1064126:[6, 4]
1065009:[8, 1]
1065814:[9, 0]
1065832:[8, 0]
1069797:[1, 1]
107256:[7, 0]
1074886:[8, 9]
1076428:[2, 1]
1080191:[2, 5]
1082851:[5, 1]
1083374:[0, 1]
1084859:[3, 3]
1086018:[1, 1]
1086715:[6, 1]
108703:[3, 5]
1087532:[6, 7]
1089934:[8, 7]
1092066:[9, 7]
1094275:[3, 1]
1095726:[8, 0]
109681:[2, 1]
1097333:[6, 4]
1098254:[7, 9]
109839:[6, 8]
110101:[1, 1]
1101715:[3, 6]
110338:[1, 1]
1108962:[1, 1]
110910:[5, 1]
1110535:[2, 4]
111248:[1, 0]
1114126:[8, 4]
1114455:[6, 4]
1117008:[4, 8]
11178:[0, 4]
1118253:[1, 0]
1118809:[1, 1]
1118959:[1, 9]
1123902:[4, 9]
1125023:[9, 3]
1125571:[2, 4]
1126351:[2, 1]
1127448:[1, 1]
1127658:[9, 4]
1130286:[8, 7]
1131199:[7, 0]
1133567:[9, 5]
1134447:[7, 0]
1135819:[3, 1]
1135824:[8, 2]
1140048:[1, 4]
1141341:[8, 1]
1141619:[0, 4]
1142114:[1, 9]
114303:[2, 7]
1144874:[0, 0]
1145480:[3, 3]
1146407:[5, 5]
1146690:[2, 1]
114825:[6, 1]
1148530:[6, 4]
114973:[3, 9]
1150877:[8, 3]
1152983:[7, 4]
1153222:[1, 0]
1154067:[8, 2]
1154400:[0, 0]
1156985:[0, 7]
1158550:[9, 4]
1159556:[9, 1]
1161433:[4, 5]
1163933:[7, 7]
116609:[8, 0]
1168232:[3, 7]
1168301:[5, 0]
1170619:[8, 6]
117074:[8, 3]
1172811:[0, 1]
1174250:[7, 1]
1174820:[1, 4]
1174840:[1, 6]
1176296:[8, 0]
1179925:[0, 3]
1180870:[1, 7]
1182979:[0, 4]
1184092:[2, 6]
1188804:[8, 0]
1189498:[7, 3]
1189613:[1, 1]
1189883:[8, 5]
1190330:[1, 5]
1193084:[1, 4]
1197816:[7, 0]
119865:[0, 3]
1199320:[7, 7]
1202319:[8, 4]
1202664:[2, 2]
1202691:[4, 7]
1202738:[1, 4]
120287:[3, 1]
1202982:[8, 7]
1204933:[8, 1]
120741:[1, 1]
1207654:[3, 8]
1208092:[8, 7]
1209689:[6, 3]
1211217:[3, 1]
1212677:[1, 8]
1219605:[7, 0]
1220979:[5, 8]
1223024:[1, 2]
1224540:[1, 1]
1225840:[0, 0]
1227723:[3, 4]
1228546:[6, 4]
1228903:[3, 8]
1229913:[3, 1]
1230504:[0, 0]
1231581:[8, 1]
1233:[6, 0]
1235398:[6, 3]
1237749:[1, 6]
1238578:[2, 7]
1238902:[2, 8]
1240350:[7, 2]
1240833:[5, 1]
1240883:[1, 1]
1241009:[2, 5]
1241767:[2, 3]
1242109:[2, 1]
1244012:[1, 1]
1244582:[0, 0]
1244952:[0, 1]
1245136:[2, 4]
1245830:[4, 5]
124588:[1, 4]
1247196:[1, 6]
1248865:[6, 1]
1250388:[9, 5]
1250458:[9, 7]
1250677:[3, 0]
1250899:[0, 9]
1252537:[0, 0]
1254315:[0, 8]
1262635:[8, 9]
1263674:[5, 2]
1264156:[8, 6]
1265233:[9, 8]
1265866:[2, 1]
1265910:[7, 8]
1265956:[3, 1]
1268080:[1, 1]
1269421:[3, 0]
1270579:[0, 0]
1270711:[8, 1]
1270834:[2, 3]
1272619:[4, 1]
1273642:[1, 5]
1274085:[1, 4]
1277492:[5, 2]
1279762:[9, 4]
1283176:[5, 6]
1283229:[1, 1]
1285234:[7, 1]
1285753:[1, 5]
1289329:[0, 1]
128950:[6, 6]
1290092:[1, 0]
1290204:[0, 1]
129080:[9, 1]
1292637:[4, 6]
1293677:[8, 5]
1293855:[9, 9]
129426:[1, 7]
1294328:[1, 0]
1294507:[8, 0]
1294572:[0, 6]
1295727:[4, 1]
1296501:[2, 1]
1299326:[4, 4]
1304961:[0, 0]
1305592:[1, 6]
1308007:[3, 8]
1312857:[1, 1]
1314830:[6, 3]
1314863:[8, 4]
131595:[6, 1]
1317331:[8, 0]
1321251:[1, 1]
1328671:[2, 1]
1332081:[7, 2]
1332762:[0, 5]
134019:[0, 1]
1340226:[7, 3]
134077:[4, 1]
1342446:[9, 1]
1343697:[0, 7]
1346742:[6, 1]
1347849:[8, 0]
1351033:[2, 1]
1351245:[0, 9]
1354599:[0, 7]
1357011:[4, 4]
1358711:[3, 1]
1358738:[2, 1]
1366038:[6, 8]
1372692:[6, 4]
1372884:[6, 9]
1373519:[1, 3]
1375539:[4, 7]
1375867:[8, 7]
1379541:[8, 7]
1383460:[8, 8]
1384353:[6, 3]
1384690:[4, 1]
1385018:[1, 4]
1387066:[5, 0]
139279:[3, 1]
1393936:[8, 7]
1394786:[1, 5]
1397948:[3, 1]
1402600:[0, 1]
1406218:[9, 2]
1410644:[2, 1]
1411368:[9, 6]
1414142:[3, 5]
1414526:[9, 4]
1419789:[7, 6]
1421775:[9, 7]
1423775:[2, 9]
142414:[8, 2]
1424573:[7, 8]
1427951:[8, 1]
1430179:[9, 1]
1431434:[1, 6]
1434959:[8, 2]
1436186:[7, 0]
1438361:[6, 1]
1439679:[2, 1]
1442463:[1, 1]
1442734:[8, 3]
1443760:[5, 0]
1444739:[3, 0]
1445335:[2, 1]
1446349:[5, 3]
1446500:[6, 6]
1449341:[6, 8]
1449609:[2, 8]
1449973:[1, 3]
145034:[4, 5]
1451885:[8, 3]
1452418:[8, 1]
1455171:[7, 7]
1455985:[0, 0]
145943:[2, 1]
1460260:[8, 0]
146209:[3, 1]
1463167:[3, 1]
1463429:[5, 8]
1463961:[6, 7]
1464054:[9, 4]
1464591:[0, 0]
1465853:[1, 4]
1468950:[1, 1]
1470468:[8, 1]
1470669:[7, 2]
1474743:[4, 3]
1476604:[3, 6]
147662:[8, 2]
1479199:[9, 1]
1479510:[1, 1]
1480740:[1, 6]
1481857:[1, 4]
1482026:[8, 0]
1482947:[0, 7]
148839:[8, 4]
1490534:[0, 3]
1494076:[1, 2]
1495065:[0, 0]
1496014:[0, 5]
1498712:[8, 8]
1503696:[2, 1]
1505675:[8, 3]
150697:[6, 2]
