1023994:[5, 1]
1049673:[0, 0]
1094184:[8, 9]
1109789:[8, 9]
1110845:[1, 1]
1126354:[2, 6]
113185:[7, 2]
11635:[5, 6]
1195893:[7, 7]
122963:[9, 1]
1240487:[3, 0]
1246409:[9, 2]
127488:[6, 4]
1303286:[1, 2]
1375943:[8, 6]
139829:[2, 8]
1399156:[2, 0]
1399322:[0, 6]
1404549:[5, 1]
1415675:[8, 5]
1536479:[2, 5]
1539092:[1, 8]
1568397:[4, 8]
1590079:[1, 6]
1594811:[4, 5]
1609364:[2, 9]
1646724:[9, 8]
1654006:[6, 6]
1678051:[5, 5]
1683932:[1, 8]
1737611:[1, 1]
1740551:[4, 0]
1759496:[2, 6]
1767681:[0, 2]
1769830:[1, 0]
1791970:[1, 2]
1800893:[9, 6]
181133:[7, 9]
1817610:[2, 3]
183952:[2, 1]
1843327:[7, 1]
18818:[2, 4]
1895935:[4, 4]
1908135:[2, 7]
1922460:[1, 6]
1958302:[6, 1]
1974105:[1, 8]
1982896:[1, 2]
1989074:[5, 7]
2048809:[7, 9]
2056376:[8, 2]
2082849:[7, 1]
2095364:[5, 4]
211872:[0, 9]
2142206:[7, 4]
2160560:[1, 0]
2175561:[2, 9]
2211061:[3, 7]
2235658:[1, 4]
2242437:[1, 9]
2265318:[5, 9]
2290768:[4, 5]
2352554:[9, 9]
2353745:[8, 3]
2361920:[4, 3]
2374058:[8, 2]
2400358:[9, 7]
2410009:[3, 1]
2424017:[2, 3]
243028:[0, 5]
2446084:[6, 5]
2498518:[5, 9]
2500942:[0, 1]
2509067:[5, 2]
2510396:[0, 5]
2522613:[7, 1]
2548126:[5, 1]
2577222:[1, 4]
2590251:[4, 9]
2590583:[5, 6]
2637054:[1, 3]
2728986:[6, 3]
2729648:[2, 1]
2757412:[7, 5]
2763335:[1, 9]
2768066:[3, 2]
2786872:[0, 3]
2811040:[7, 4]
2867476:[6, 5]
2881909:[7, 3]
2893621:[9, 9]
2923249:[9, 9]
2940357:[9, 4]
2965034:[6, 3]
2981683:[6, 0]
2998198:[8, 5]
3029009:[9, 0]
3092596:[1, 5]
309702:[7, 9]
3124605:[7, 1]
3176221:[1, 0]
3234738:[1, 5]
337200:[5, 2]
365637:[1, 0]
381936:[2, 7]
392722:[2, 5]
422005:[4, 8]
439329:[4, 8]
500046:[8, 5]
500895:[9, 5]
567850:[2, 0]
56809:[4, 8]
631084:[3, 5]
659609:[9, 6]
669877:[4, 3]
676912:[5, 3]
702357:[1, 6]
760323:[1, 8]
774386:[5, 6]
788161:[0, 6]
860171:[1, 4]
871761:[8, 3]
896310:[3, 3]
927153:[3, 2]
944947:[3, 7]
982655:[0, 6]
